vessel_flag,offset_list,count,observer_trips
FM,"10,11,12",37,1027
FM,10,34,1027
FM,-11,27,1027
FM,"-11,11",20,1027
FM,"9,10",12,1027
FM,"-11,-10,12",11,1027
FM,"-11,-10",10,1027
FM,-10,8,1027
FM,"-11,-10,11,12",8,1027
FM,"9,10,11",7,1027
FM,"-11,10,11",6,1027
FM,"-11,10,11,12",5,1027
FM,"10,12",4,1027
FM,"9,12",4,1027
FM,"8,9",4,1027
FM,"9,11",3,1027
FM,"-12,11,12",3,1027
FM,"-12,12",3,1027
FM,"-10,11,12",3,1027
FM,"-10,10,11,12",2,1027
FM,"-11,-10,1",2,1027
FM,"-12,10,11,12",2,1027
FM,"9,10,11,12",2,1027
FM,"9,10,12",1,1027
FM,"9,11,12",1,1027
FM,"7,10,11",1,1027
FM,"7,9,10,11,12",1,1027
FM,"8,10",1,1027
FM,"8,11",1,1027
FM,"-12,11",1,1027
FM,"-13,10,11",1,1027
FM,"0,12",1,1027
FM,"-11,10,12",1,1027
FM,"-11,1,11,12",1,1027
FM,"-11,10",1,1027
FM,"-11,3,9,10",1,1027
FM,"-11,9,10,11,12",1,1027
FM,"-12,-11",1,1027
FM,"-12,10,11",1,1027
FM,"-10,12",1,1027
FM,"-10,8,9,10",1,1027
FM,"-10,9,10,11,12",1,1027
FM,"-10,9,11",1,1027
FM,"-1,9,10,11",1,1027
KR,12,167,971
KR,"11,12",128,971
KR,"10,11",115,971
KR,11,92,971
KR,"-11,12",80,971
KR,"10,11,12",63,971
KR,10,55,971
KR,"-11,11,12",35,971
KR,"-11,-10",33,971
KR,-10,29,971
KR,"-11,-10,12",28,971
KR,-11,18,971
KR,9,15,971
KR,"10,12",13,971
KR,"9,10,11",8,971
KR,"-11,-10,11",7,971
KR,"-10,11,12",5,971
KR,"-10,12",5,971
KR,"-12,12",5,971
KR,"-11,10,12",5,971
KR,"-11,11",5,971
KR,"-11,10,11",4,971
KR,"-11,10,11,12",4,971
KR,"-11,-10,11,12",4,971
KR,"-10,10,11,12",3,971
KR,"-12,11,12",3,971
KR,"-10,10",3,971
KR,"9,10",3,971
KR,"9,10,11,12",2,971
KR,"-10,10,11",2,971
KR,-12,2,971
KR,"-11,10",2,971
KR,"-11,-10,2",1,971
KR,"-11,-6,11,12",1,971
KR,"-11,-10,10,11,12",1,971
KR,"-11,-10,10,12",1,971
KR,"-10,10,12",1,971
KR,"-10,11",1,971
KR,"-10,2",1,971
KR,"-10,9",1,971
KR,"-12,-11",1,971
KR,"-12,-11,-10,12",1,971
KR,"-12,-11,-8",1,971
KR,"-12,-11,11,12",1,971
KR,"-12,-11,12",1,971
KR,"-11,7,12",1,971
KR,"-11,9,11,12",1,971
KR,"-12,8,12",1,971
KR,"-13,11",1,971
KR,"-8,11,12",1,971
KR,"-8,12",1,971
KR,"9,11,12",1,971
KR,"6,8,10",1,971
KR,"7,10",1,971
KR,"7,11,12",1,971
KR,"8,10",1,971
KR,"8,10,11,12",1,971
KR,"8,11,12",1,971
KR,"8,12",1,971
KR,"8,9,10",1,971
NR,12,191,687
NR,"11,12",131,687
NR,11,69,687
NR,"10,11",66,687
NR,"-11,12",48,687
NR,"10,11,12",42,687
NR,"-11,11,12",23,687
NR,-11,17,687
NR,10,13,687
NR,"-11,-10",10,687
NR,"-12,12",9,687
NR,"-10,12",8,687
NR,"10,12",7,687
NR,"-12,-11",6,687
NR,"-11,11",4,687
NR,"-11,-10,11,12",3,687
NR,9,3,687
NR,"9,10",3,687
NR,"9,11,12",3,687
NR,"9,10,11",2,687
NR,"-11,10,11,12",2,687
NR,"-11,9,11,12",2,687
NR,-12,2,687
NR,"-10,11",2,687
NR,"-10,11,12",1,687
NR,"-10,6,12",1,687
NR,"-10,9,10,11",1,687
NR,"-11,-10,-9",1,687
NR,"-11,-10,0",1,687
NR,-10,1,687
NR,"-10,-9",1,687
NR,"-10,10,11",1,687
NR,"-10,10,11,12",1,687
NR,"-12,-1",1,687
NR,"-12,-9",1,687
NR,"-12,10,11,12",1,687
NR,"-8,-7",1,687
NR,"-11,-10,12",1,687
NR,"-11,10,11",1,687
NR,"-11,9,10,11",1,687
NR,"9,10,11,12",1,687
NR,"9,11",1,687
NR,"8,10,11,12",1,687
NR,"8,11,12",1,687
NR,"9,12",1,687
SB,11,419,649
SB,"11,12",56,649
SB,"10,11",38,649
SB,"10,11,12",24,649
SB,12,20,649
SB,10,13,649
SB,-11,12,649
SB,"-11,11",11,649
SB,"-11,12",8,649
SB,"-10,11",5,649
SB,"-11,11,12",4,649
SB,"-11,10,11,12",4,649
SB,"9,10,11",3,649
SB,"-1,11",3,649
SB,"9,11",3,649
SB,"-10,12",2,649
SB,"9,10,11,12",2,649
SB,"-11,-10",2,649
SB,"-11,-10,12",2,649
SB,"-11,10,11",2,649
SB,"-11,-10,10,12",1,649
SB,"4,11",1,649
SB,"7,11",1,649
SB,"8,9,10",1,649
SB,"9,10",1,649
SB,"-10,9",1,649
SB,-10,1,649
SB,"-10,10,11,12",1,649
SB,"-11,4",1,649
SB,"-11,7,12",1,649
SB,-12,1,649
SB,"-12,-11",1,649
SB,"-12,0",1,649
SB,"-12,11",1,649
SB,"-12,12",1,649
SB,"-13,11,12",1,649
JP,9,438,567
JP,"9,10",20,567
JP,"8,9",19,567
JP,10,18,567
JP,12,10,567
JP,"10,11",8,567
JP,"-11,12",7,567
JP,"9,11",7,567
JP,"11,12",5,567
JP,"7,9",5,567
JP,8,4,567
JP,"9,10,11",4,567
JP,"9,12",3,567
JP,11,3,567
JP,"-11,-10",3,567
JP,-10,2,567
JP,"-11,-10,12",2,567
JP,"8,9,10",2,567
JP,"8,9,11",1,567
JP,"10,11,12",1,567
JP,"-12,12",1,567
JP,-11,1,567
JP,"-11,-10,10,12",1,567
JP,"9,11,12",1,567
JP,"9,10,11,12",1,567
TW,12,178,541
TW,"11,12",119,541
TW,"10,11",46,541
TW,11,45,541
TW,"10,11,12",40,541
TW,"-11,12",25,541
TW,10,17,541
TW,"-11,11,12",10,541
TW,"10,12",8,541
TW,"-12,12",7,541
TW,"-12,11,12",5,541
TW,"-11,10,11",5,541
TW,"-11,10,11,12",4,541
TW,"-11,11",4,541
TW,"-10,11,12",3,541
TW,-11,3,541
TW,"-11,-10",2,541
TW,"-10,12",2,541
TW,"-11,-10,11",1,541
TW,"-11,-10,12",1,541
TW,"-11,1,12",1,541
TW,"-11,10",1,541
TW,-10,1,541
TW,"-10,10,11,12",1,541
TW,"-11,2,11",1,541
TW,-12,1,541
TW,"-12,-10,10,11,12",1,541
TW,"-12,-10,12",1,541
TW,"-12,-11,11",1,541
TW,"-12,-11,11,12",1,541
TW,"-12,10,11,12",1,541
TW,"-12,10,12",1,541
TW,"8,10",1,541
TW,"8,12",1,541
TW,"9,10,11",1,541
TW,"9,11,12",1,541
PH,9,356,497
PH,10,83,497
PH,12,14,497
PH,"-11,12",8,497
PH,"8,9",5,497
PH,"9,10",5,497
PH,"11,12",4,497
PH,"10,11",3,497
PH,"10,12",3,497
PH,"-11,11,12",3,497
PH,"-10,9",2,497
PH,11,2,497
PH,"10,11,12",2,497
PH,"8,10",1,497
PH,"-11,10,11,12",1,497
PH,"-11,8,10,12",1,497
PH,"-12,12",1,497
PH,"-10,11",1,497
PH,"9,10,11",1,497
PH,"9,12",1,497
US,"-11,-10",87,439
US,-11,81,439
US,-10,39,439
US,"-12,-11",29,439
US,"-10,-9",18,439
US,"-11,-10,-9",15,439
US,"10,11",15,439
US,12,15,439
US,10,14,439
US,11,12,439
US,"-12,-11,-10",11,439
US,"-11,12",10,439
US,-12,7,439
US,"-11,-10,12",6,439
US,"-10,-9,-8",5,439
US,"-12,-11,-10,-9",5,439
US,"-9,-8,-7",5,439
US,"11,12",5,439
US,"-10,-9,-8,-7",4,439
US,"-11,-10,11,12",4,439
US,"-11,-10,0",3,439
US,"9,10",3,439
US,"-12,12",3,439
US,"-12,-11,-10,-9,-8",3,439
US,"-12,-11,12",3,439
US,"-12,-11,-10,12",2,439
US,"-12,-11,11,12",2,439
US,-9,2,439
US,"10,11,12",2,439
US,"-10,-9,-8,-7,-6",2,439
US,"-10,0",2,439
US,"-10,-8",2,439
US,"-10,-9,-8,-6",1,439
US,"-10,10",1,439
US,"-10,12",1,439
US,"-10,-3",1,439
US,"-10,-6,12",1,439
US,"-10,-7",1,439
US,"-11,-10,11",1,439
US,"-11,-10,-7",1,439
US,"-11,-10,-8,-7",1,439
US,"-11,-10,-9,-6,-3,-2",1,439
US,"-11,-10,-9,-8,-5",1,439
US,"-11,-10,-9,-8,-7,-6",1,439
US,"-11,0",1,439
US,"-11,11,12",1,439
US,"-12,-10",1,439
US,"-12,-10,-9",1,439
US,"8,9,10",1,439
US,"-9,-6",1,439
US,"-12,7,9,10,12",1,439
US,-8,1,439
US,"-8,-7,10",1,439
US,"-12,-9",1,439
US,"-12,-11,-10,0",1,439
MH,12,256,424
MH,"11,12",41,424
MH,"-11,12",33,424
MH,"10,11,12",17,424
MH,"-11,11,12",11,424
MH,11,11,424
MH,"-12,12",8,424
MH,"10,12",6,424
MH,"-10,12",6,424
MH,"-11,-10,12",5,424
MH,"10,11",5,424
MH,"9,12",3,424
MH,10,3,424
MH,-11,3,424
MH,"-11,-10",3,424
MH,-12,2,424
MH,"-12,-11,-10",1,424
MH,"-12,-11,10,12",1,424
MH,"-12,10,11,12",1,424
MH,"-10,11,12",1,424
MH,"-11,6,12",1,424
MH,"8,11,12",1,424
MH,"8,12",1,424
MH,"9,10,11",1,424
MH,"9,10,11,12",1,424
MH,"-11,10,11,12",1,424
MH,"-11,10,12",1,424
TV,12,70,375
TV,"11,12",66,375
TV,"-11,12",43,375
TV,11,31,375
TV,"10,11",29,375
TV,"10,11,12",23,375
TV,10,15,375
TV,"-11,-10,12",13,375
TV,"-11,11,12",12,375
TV,"-11,-10",11,375
TV,-10,8,375
TV,"-11,10,11,12",6,375
TV,"-10,12",5,375
TV,"9,10,11",5,375
TV,"10,12",4,375
TV,-11,4,375
TV,"-11,10,12",4,375
TV,"-12,12",4,375
TV,"-12,11,12",3,375
TV,"-11,11",2,375
TV,"-10,11,12",2,375
TV,"9,11,12",2,375
TV,"9,10,11,12",1,375
TV,"-10,10,12",1,375
TV,"-10,2",1,375
TV,"-10,6",1,375
TV,"-10,8,11,12",1,375
TV,"-11,1,11",1,375
TV,"-11,10,11",1,375
TV,"-11,-10,1",1,375
TV,"-11,-10,10",1,375
TV,"-11,-10,11,12",1,375
TV,"-11,9,11,12",1,375
TV,"-12,-11,-10",1,375
TV,"-12,10,11,12",1,375
VU,12,21,95
VU,-11,11,95
VU,"-11,12",10,95
VU,11,10,95
VU,"11,12",9,95
VU,"-11,-10",6,95
VU,"-11,-10,12",5,95
VU,"10,11,12",4,95
VU,-10,3,95
VU,"-12,-11",2,95
VU,"-12,-11,12",2,95
VU,"-12,12",1,95
VU,"-12,-11,0,12",1,95
VU,"-12,-11,11,12",1,95
VU,"8,12",1,95
VU,"9,11,12",1,95
VU,"-10,12",1,95
VU,"-11,-10,11,12",1,95
VU,"-11,11",1,95
VU,"-11,11,12",1,95
VU,"-11,5",1,95
VU,"-12,-10",1,95
VU,-1,1,95
EC,"-10,-9",9,60
EC,"-9,-8",8,60
EC,-10,6,60
EC,"-10,-9,-8",6,60
EC,"-10,-9,-8,-7",4,60
EC,"-9,-8,-7",4,60
EC,"-9,-8,-7,-6",2,60
EC,12,2,60
EC,"-10,-9,-7",2,60
EC,-9,2,60
EC,"-11,-10,-9",2,60
EC,"-12,-10",1,60
EC,"-12,-10,-9",1,60
EC,"-12,-9,-8",1,60
EC,"-10,-9,-5",1,60
EC,"5,6",1,60
EC,"5,6,7,9",1,60
EC,"-9,1",1,60
EC,0,1,60
EC,"10,11,12",1,60
EC,"-10,12",1,60
EC,"-11,-10",1,60
EC,"-10,-7",1,60
EC,"-9,-8,-6",1,60
LR,"-11,11,12",8,45
LR,"10,11",6,45
LR,"11,12",6,45
LR,12,5,45
LR,11,4,45
LR,"10,11,12",3,45
LR,"-11,12",3,45
LR,10,3,45
LR,-11,2,45
LR,"-11,-10,11,12",1,45
LR,"-11,10,11,12",1,45
LR,"10,12",1,45
LR,"9,10",1,45
LR,"9,11,12",1,45
CN,12,33,43
CN,"11,12",5,43
CN,"10,11,12",2,43
CN,"-11,11,12",1,43
CN,"-12,0",1,43
CN,"-12,12",1,43
ES,-10,9,28
ES,"-11,-10",7,28
ES,-11,4,28
ES,"-10,-9",2,28
ES,"-10,-9,-8",1,28
ES,"-11,-10,-9",1,28
ES,"-11,-9,-8",1,28
ES,"-11,0",1,28
ES,"-12,-10",1,28
ES,"-12,-11",1,28
CK,"-11,-10",10,22
CK,-11,8,22
CK,"-12,-11",2,22
CK,-10,1,22
CK,"-11,0",1,22
SV,-10,2,13
SV,"-10,-9",2,13
SV,"-10,-9,-8,-7",2,13
SV,"-11,-10,12",1,13
SV,"-12,-11,-10,10",1,13
SV,-9,1,13
SV,"-9,-7",1,13
SV,"-9,-8,-7,-6",1,13
SV,"-10,-9,-8",1,13
SV,"-10,-8,-5",1,13
MX,-11,1,2
MX,"-11,-10",1,2
