type,vessel_flag,offset,count
PurseseineLogsheet,SB,9,105
PurseseineLogsheet,SB,10,4605
PurseseineLogsheet,SB,11,11763
PurseseineLogsheet,SB,12,1338
PurseseineLogsheet,SV,-12,6
PurseseineLogsheet,SV,-11,191
PurseseineLogsheet,SV,-10,592
PurseseineLogsheet,SV,-9,123
PurseseineLogsheet,SV,-8,86
PurseseineLogsheet,SV,-7,20
PurseseineLogsheet,SV,-6,1
PurseseineLogsheet,TV,-12,1655
PurseseineLogsheet,TV,-11,1470
PurseseineLogsheet,TV,-10,333
PurseseineLogsheet,TV,9,123
PurseseineLogsheet,TV,10,4161
PurseseineLogsheet,TV,11,6989
PurseseineLogsheet,TV,12,3125
PurseseineLogsheet,TW,-12,765
PurseseineLogsheet,TW,-11,508
PurseseineLogsheet,TW,-10,47
PurseseineLogsheet,TW,9,241
PurseseineLogsheet,TW,10,6652
PurseseineLogsheet,TW,11,13991
PurseseineLogsheet,TW,12,4665
PurseseineLogsheet,US,-12,1751
PurseseineLogsheet,US,-11,6913
PurseseineLogsheet,US,-10,5195
PurseseineLogsheet,US,-9,1619
PurseseineLogsheet,US,-8,735
PurseseineLogsheet,US,-7,128
PurseseineLogsheet,US,-6,30
PurseseineLogsheet,US,-5,49
PurseseineLogsheet,US,9,22
PurseseineLogsheet,US,10,602
PurseseineLogsheet,US,11,391
PurseseineLogsheet,US,12,607
PurseseineLogsheet,VU,-12,828
PurseseineLogsheet,VU,-11,1054
PurseseineLogsheet,VU,-10,242
PurseseineLogsheet,VU,9,1
PurseseineLogsheet,VU,10,264
PurseseineLogsheet,VU,11,849
PurseseineLogsheet,VU,12,940
