type,vessel_flag,offset,count
PurseseineLogsheet,KR,-7,8
PurseseineLogsheet,KR,-6,12
PurseseineLogsheet,KR,-5,21
PurseseineLogsheet,KR,-4,11
PurseseineLogsheet,KR,-3,12
PurseseineLogsheet,KR,-2,11
PurseseineLogsheet,KR,-1,4
PurseseineLogsheet,KR,0,1
PurseseineLogsheet,KR,8,26
PurseseineLogsheet,KR,9,2099
PurseseineLogsheet,KR,10,28225
PurseseineLogsheet,KR,11,37703
PurseseineLogsheet,KR,12,20082
PurseseineLogsheet,KR,13,27
PurseseineLogsheet,KR,14,1
PurseseineLogsheet,LR,-12,134
PurseseineLogsheet,LR,-11,195
PurseseineLogsheet,LR,-10,2
PurseseineLogsheet,LR,8,6
PurseseineLogsheet,LR,9,149
PurseseineLogsheet,LR,10,625
PurseseineLogsheet,LR,11,544
PurseseineLogsheet,LR,12,185
PurseseineLogsheet,MH,-12,4896
PurseseineLogsheet,MH,-11,2803
PurseseineLogsheet,MH,-10,59
PurseseineLogsheet,MH,7,7
PurseseineLogsheet,MH,8,361
PurseseineLogsheet,MH,9,478
PurseseineLogsheet,MH,10,2948
PurseseineLogsheet,MH,11,16248
PurseseineLogsheet,MH,12,10576
PurseseineLogsheet,MH,13,3
PurseseineLogsheet,MX,-12,18
PurseseineLogsheet,MX,-11,186
PurseseineLogsheet,MX,12,13
PurseseineLogsheet,NR,-12,2550
PurseseineLogsheet,NR,-11,2468
PurseseineLogsheet,NR,-10,346
PurseseineLogsheet,NR,-9,34
PurseseineLogsheet,NR,7,44
PurseseineLogsheet,NR,8,405
PurseseineLogsheet,NR,9,571
PurseseineLogsheet,NR,10,8661
PurseseineLogsheet,NR,11,21076
PurseseineLogsheet,NR,12,6563
PurseseineLogsheet,NR,14,3
PurseseineLogsheet,PA,8,50
PurseseineLogsheet,PG,-12,2728
PurseseineLogsheet,PG,-11,3823
PurseseineLogsheet,PG,-10,1162
PurseseineLogsheet,PG,-9,152
PurseseineLogsheet,PG,-8,38
PurseseineLogsheet,PG,-7,8
PurseseineLogsheet,PG,-6,6
PurseseineLogsheet,PG,-5,2
PurseseineLogsheet,PG,7,2
PurseseineLogsheet,PG,8,3597
PurseseineLogsheet,PG,9,8196
PurseseineLogsheet,PG,10,160019
PurseseineLogsheet,PG,11,34296
PurseseineLogsheet,PG,12,7656
PurseseineLogsheet,PG,13,6
PurseseineLogsheet,PG,14,2
PurseseineLogsheet,PH,-12,267
PurseseineLogsheet,PH,-11,209
PurseseineLogsheet,PH,-10,2
PurseseineLogsheet,PH,3,1
PurseseineLogsheet,PH,5,33
PurseseineLogsheet,PH,6,27
PurseseineLogsheet,PH,7,13
PurseseineLogsheet,PH,8,3419
PurseseineLogsheet,PH,9,11189
PurseseineLogsheet,PH,10,7441
PurseseineLogsheet,PH,11,1684
PurseseineLogsheet,PH,12,695
PurseseineLogsheet,SB,-12,1369
PurseseineLogsheet,SB,-11,906
PurseseineLogsheet,SB,-10,301
PurseseineLogsheet,SB,-9,7
PurseseineLogsheet,SB,-8,6
PurseseineLogsheet,SB,-7,6
PurseseineLogsheet,SB,-6,49
PurseseineLogsheet,SB,-5,5
PurseseineLogsheet,SB,8,214
PurseseineLogsheet,SB,9,344
PurseseineLogsheet,SB,10,5154
PurseseineLogsheet,SB,11,24733
PurseseineLogsheet,SB,12,3297
PurseseineLogsheet,SB,13,10
PurseseineLogsheet,SB,14,6
PurseseineLogsheet,SV,-12,13
PurseseineLogsheet,SV,-11,302
PurseseineLogsheet,SV,-10,952
PurseseineLogsheet,SV,-9.5,1
PurseseineLogsheet,SV,-9,364
PurseseineLogsheet,SV,-8,281
PurseseineLogsheet,SV,-7,229
PurseseineLogsheet,SV,-6,196
PurseseineLogsheet,SV,-5,10
PurseseineLogsheet,SV,12,13
PurseseineLogsheet,TV,-12,4577
PurseseineLogsheet,TV,-11,3053
PurseseineLogsheet,TV,-10,617
PurseseineLogsheet,TV,-1,7
PurseseineLogsheet,TV,0,5
PurseseineLogsheet,TV,1,6
PurseseineLogsheet,TV,2,3
PurseseineLogsheet,TV,3,4
PurseseineLogsheet,TV,4,3
PurseseineLogsheet,TV,5,4
PurseseineLogsheet,TV,6,4
PurseseineLogsheet,TV,7,9
PurseseineLogsheet,TV,8,69
PurseseineLogsheet,TV,9,501
PurseseineLogsheet,TV,10,6705
PurseseineLogsheet,TV,11,11802
PurseseineLogsheet,TV,12,6333
PurseseineLogsheet,TV,13,16
PurseseineLogsheet,TW,-12,1437
PurseseineLogsheet,TW,-11,754
PurseseineLogsheet,TW,-10,99
PurseseineLogsheet,TW,7,25
PurseseineLogsheet,TW,8,544
PurseseineLogsheet,TW,9,676
PurseseineLogsheet,TW,10,9273
PurseseineLogsheet,TW,11,21714
PurseseineLogsheet,TW,12,8418
PurseseineLogsheet,US,-12,2916
PurseseineLogsheet,US,-11,12231
PurseseineLogsheet,US,-10,8425
PurseseineLogsheet,US,-9.5,5
PurseseineLogsheet,US,-9,3032
PurseseineLogsheet,US,-8,1864
PurseseineLogsheet,US,-7,1147
PurseseineLogsheet,US,-6,741
PurseseineLogsheet,US,-5,416
PurseseineLogsheet,US,-3,2
PurseseineLogsheet,US,8,5
PurseseineLogsheet,US,9,33
PurseseineLogsheet,US,10,788
PurseseineLogsheet,US,11,692
PurseseineLogsheet,US,12,718
PurseseineLogsheet,US,13,17
PurseseineLogsheet,US,14,8
PurseseineLogsheet,VU,-12,2738
PurseseineLogsheet,VU,-11,2546
PurseseineLogsheet,VU,-10,560
PurseseineLogsheet,VU,8,28
PurseseineLogsheet,VU,9,75
PurseseineLogsheet,VU,10,583
PurseseineLogsheet,VU,11,1550
PurseseineLogsheet,VU,12,2236
PurseseineLogsheet,VU,13,6
PurseseineLogsheet,VU,14,1
