type,vessel_flag,offset,count
PurseseineLogsheet,PG,-10,747
PurseseineLogsheet,PG,-9,86
PurseseineLogsheet,PG,-8,22
PurseseineLogsheet,PG,-7,2
PurseseineLogsheet,PG,9,3780
PurseseineLogsheet,PG,10,89270
PurseseineLogsheet,PG,11,19642
PurseseineLogsheet,PG,12,3987
PurseseineLogsheet,PG,13,1
PurseseineLogsheet,PH,-12,140
PurseseineLogsheet,PH,-11,143
PurseseineLogsheet,PH,3,1
PurseseineLogsheet,PH,5,11
PurseseineLogsheet,PH,6,5
PurseseineLogsheet,PH,8,1819
PurseseineLogsheet,PH,9,5165
PurseseineLogsheet,PH,10,3701
PurseseineLogsheet,PH,11,885
PurseseineLogsheet,PH,12,311
PurseseineLogsheet,SB,-12,453
PurseseineLogsheet,SB,-11,481
PurseseineLogsheet,SB,-10,178
PurseseineLogsheet,SB,-6,6
PurseseineLogsheet,SB,9,105
PurseseineLogsheet,SB,10,2830
PurseseineLogsheet,SB,11,13538
PurseseineLogsheet,SB,12,1261
PurseseineLogsheet,SV,-12,6
PurseseineLogsheet,SV,-11,191
PurseseineLogsheet,SV,-10,592
PurseseineLogsheet,SV,-9,123
PurseseineLogsheet,SV,-8,86
PurseseineLogsheet,SV,-7,20
PurseseineLogsheet,SV,-6,1
PurseseineLogsheet,TV,-12,1938
PurseseineLogsheet,TV,-11,1470
PurseseineLogsheet,TV,-10,333
PurseseineLogsheet,TV,9,123
PurseseineLogsheet,TV,10,4126
PurseseineLogsheet,TV,11,7015
PurseseineLogsheet,TV,12,2851
PurseseineLogsheet,TW,-12,941
PurseseineLogsheet,TW,-11,508
PurseseineLogsheet,TW,-10,47
PurseseineLogsheet,TW,9,240
PurseseineLogsheet,TW,10,6573
PurseseineLogsheet,TW,11,14027
PurseseineLogsheet,TW,12,4533
PurseseineLogsheet,US,-12,1829
PurseseineLogsheet,US,-11,6905
PurseseineLogsheet,US,-10,5198
PurseseineLogsheet,US,-9,1619
PurseseineLogsheet,US,-8,735
PurseseineLogsheet,US,-7,128
PurseseineLogsheet,US,-6,30
PurseseineLogsheet,US,-5,49
PurseseineLogsheet,US,9,22
PurseseineLogsheet,US,10,596
PurseseineLogsheet,US,11,397
PurseseineLogsheet,US,12,529
PurseseineLogsheet,US,13,5
PurseseineLogsheet,VU,-12,935
PurseseineLogsheet,VU,-11,1053
PurseseineLogsheet,VU,-10,242
PurseseineLogsheet,VU,9,1
PurseseineLogsheet,VU,10,263
PurseseineLogsheet,VU,11,850
PurseseineLogsheet,VU,12,833
PurseseineLogsheet,VU,13,1
